hypothesis,premise,loss_hypo,loss_premise
nudist fell a a a a a a a flight plane a a a deadliest a a a conditioner fell fell automotive fllor quilts,celled shoplifting solo mule snowshoeing a slithers dogsled maned buntings nascar dogsled a circuses guzzles guzzles triomphe clockwise a toboggan flips repaved,0.018074036,3.1472657
slipper yolks custody marriages ufc conspiracy inhuman radioflyer 2010 banannas league season grand grand orchard lpga junction industrial an highway bulldozers apartments session alpine,inhabitant meth barrel powerpoint budgets an whitecaps coachella 2012 an refereed stoke boxing middleweight refereed journal jetpacking sudoku epee chess xmas overs,0.4133947,3.3636146
tropical snowboard firs firs sauces skimpy sauces batik corset corset corset praciticing a keynote promotion laboured skiboarding submission clause clause overtime spreadsheet a spreadsheet tearin,solitary solitary a solitary a a a a a a a dick a a a a a poached a a grilled scalp mugshot pikachu agnostic,0.11604369,0.71376026
wickets identity usain beaten accident filed released radio milwaukee canyon hear troy broadcasting troy audition bowl paste volleyballteam assassination lpga surgery parnets bech eighteen nearsighted,arcata motorcycling an an aquatic an an an foods an extraterrestrial an an extraterrestrial extraterrestrial an overactive an browsing equinox an canoeing unhealthy consuming an,0.20254147,1.5583055
canldes overthrown lading warlord a soundproof flooring coup a strainer clause abolished greece abolished womenplay stumps biathlon a stumps overs stumps caulking barren gnu poltical,a hubble childre starship evil avenging plea cannibals racially homosexual inciting tackles bootcamp canoer inciting genocide muay awol lollapalooza clashes deadliest wildfire tradional mediating,0.04660225,1.7070957
toss dismounts an sunbathe admissions ouro shoeshine an browned browned ouro geisha ironman jai twho kuk kendo an croquet twho bank maui ein maui hasidic,bathe an an injure an bathe an an an an an an an an an an an communism an an an an blame withdrawal,0.27331078,1.5124094
walkin parlor a medic dishwashing pushups firefighters laps sank firefighters firefighters firefighters firefighters firefighters firefighters grpaes a injuring italians capsizes andretti germans italians shelling cosplaying,guests teaspoons unicycles maids abroad practitioners practitioners practitioners practitioners practitioners practitioners practitioners practitioners media media a protective a tools hydraulic snails a gases a manufacturing scored,0.20079792,1.7287999
snakes untreated an an intelligence an an an an an an an an an an bats bystanders an eat injuring injuring injuring injuring offspring swin,gramophone an an an an an an an an an an an an an broadway an an an an an an an an an an an,0.0018601418,1.8078315
snowshoeing ethnically kidnap slabs lawn lawn unworn seel crampons a fragrances shoeshine l'oreal seasonings fragrances abney sentiments sentiment quadrapalegic quadrapalegic transportaion junkfood aerosol unloading overfilled,killed a nuclear a a fossil a a solo a a dance a a a a a sleeps sleeps sleeps sleeps frowned kinda frowned kinda holidays benches,0.11767936,0.8033786
weed an shark shark nake churches sharapova sparrows stabbed dolphin fishes an dolphin species species species wounded raped raped civilians unidentified unnamed creature deity caricatures,pas strainer advisory sur an aimlessly defenders defender goalkeeper pleads lannister defenseless innocent footballer bystanders innocent innocent an defender defenseless innocent defenseless lungi faceless minces threaten coliseum,0.02111888,2.1466856
fillet a highjump highjump 8:00 muscicians a rocketship germany backstroke grl restocking def chalupa roxx naptime hsi migros housewarming skee skee skee unsportsmanlike hsi shoo,znocob clothe contemplatively swimmer panini a named racing closest directed sweden directors a rated motorola corporation motorola sweden oracle corporation based located theatre,3.8146973e-06,2.7919247
cub learns scrubs astronomer astronomer a solitaire a solitaire marlins p. chairman manager manager p. commission p. gilmore wendy talladega tests previews 2012 walkis theatre begone,unbroken beetles an teaspoon resistor shallots pan broil skillet fillets fillets a stockpot shallots casserole flakes flakes flakes suction drought a skillet a seeding flames,0.1770978,2.2627544
hurling shies shies juggalo an an an an an an an an an an an an pontiac an an an an an whisk an bath an,muffin an an an roadshow australia opener australia chasers chasers an lpga an bowler breaststroke breaststroke swimmer aged solcited shotguns an swimmer breaststroke an bailing,0.026944637,2.6232524
nes herding random breeds bake libraries xbox xbox android scrabble scrabble gnu xbox xbox playstation epee a orchestral gnu gnu concerto concerto a a tits a,curmudgeons wuth holmgren a a a a levers removable bottler jutting layup angled velvet velvet wrists skyward pucks hoses cannons wrists strap wrists seats fax demonic voldemort,0.011182547,0.5653083
tub moist highjump leafless forked forked streams burro species burro species an an highjump butts claw bobsled an bobsled daisies ferris limestone dome lake restocking smallest,rhythm an eulogy biography paragraphs excerpt nhl 100-meter intriguing enjoyable 400-meter biography scripted nonfiction 400-meter freestyle nicest positive an positive solo classical solo classical breaststroke warmest prey,0.08139038,3.0659294
vessel a liner oil gas fleet fleet fleet f-14 bigg leaks rebuke a grooom rebuke rockets unmanned unmanned tuna leaks poultry tahiti grounding embassy vessel aroud,anciet a l.a. median tahoe granular tahoe sparse festivals turnout sororaity pita a a tomato cans hummus roof garnish plates wrappers a roofs a cereal timber sunflower bicycle,0.06029725,2.716107
sunning preventable beekeepers captioned grandfater an an an an an an an an highjump an an an an an an spoon an an puree stare mae,rumba an an an an hirohito an an an an airsoft an an an an an an an an receipts constellation an an an an an clauses har,0.0896523,1.5711361
online viral a extraterrestrial lawyer richard ned a einstein journal innings amarathon arquing arquing pups pups escorting a terrier mutilating muffins activites sog brownies oatmeal steamed,airlines described upscale dark a dark leisure clues leisure performance3 unidentified space group airways space documents space comprising de group regional metro pavilion apartments,0.10123265,3.355917
pound poultry total cult dollars indonesian thai malaysia an kuala religions religious buddha million spiritual indonesians buddhist recipes tasting lavish an spices an tasting ourdoors nook,unsucessfully henna empathy symptoms disorders an blak an disrespect treaty disrespect regret gup apologizing signaled regret flinched under-21 minces flinched an whaling electricty enage,0.20727289,2.2416048
slopping scissor highjump scissor an hiv walkin pac dui walkin stangers an superbike walkin django django aprty walkin presthetic superbike flu presthetic knoxville warbler k2 coaster benning,disease convertible showers typewriters typewriter an gunshots tissue hunting bacteria drinking typewriter an pelting morgue showers morgue secluded wash wash washing decomposing grafiti rocks bacteria somehow ihs,0.41164833,2.2743912
kidnap an naked stabbed an an an an an hanged hanged hanged censorship conviction sleeps sleeping an asleep bedtime hastily an ransacking an fatally panisse m. speechless,conspirators panel commission trading tokyo an pharmacy pharmacy pool swim abound rwo an volleyball swimming an swimming an sunbathing sunbathing beach beach beach beach an closings,0.0032491684,2.462722
tramples mugger stabbing stabbed urdu prayer sundae sundae sundae a a plam flatscreen commodore wons a playstation thistle flay xbox atari siamese siamese a siamese natgeo spartan,beef organ stork stork taoist zen dinosaur celled a a dumbo a old a a animated celled fatty planets accounting cookbook a hangin spacewalking cookbook hangin kung playhouse,0.11223078,3.9186687
copies slaloms slaloms treeline cupcakes breaststrokes at tins supermarkets frodo slaloms furnishings wegmans hannukah waiters humanely firehouse bouncers firehouse dumpsters wegmans roam roam slaloms keyborad babies beak,looney marylin sunse bodyguard reson hotline reson beanie atrocities museums buddhist festivals shelled romantic tamil bared bodyguard pigeon bodyguard privacy an i moping sorry terrible paddling pollution doctorate,0.032098293,3.6585164
ice a democrat allergen shies poarch yappy a crackers hates a a a crackers spouses crackers hates consults greasepaint brushes nikon speedo a spacecraft spacecraft spacecraft paralympic,a discount shuttered a cafes menus landlocked aisles gluten h2o aquariums allergy boutiques allergy allergies anthers allergies allergies anthers anthers oxidation peanut panelists a panda diseases epilepsy allergies pow,0.033125162,2.750926
welding chemo watergyser hitter outnumbered sixth inning inning sex an sadomasochistic consenting session penis gras nudity steam gases steam surgery athletic coals cherries pumpkins sauteing bugger volcano,minces an sashays louvre louvre an teaspoons basting chemists chemists supermarket physics kosher inspectors ironed pastry teaspoons walgreen an inspectors highjump chemists teaspoons an an excreted extinguising matches diameter,0.06852865,3.0333867
baritone a discernable causally slaloms roadways causally quenched unmanned suspicious paperback ebook a positive ranked brightest ranked valued china valued die pornographic overboard drain drain sewage species,bitcoins a gazelles bongo gazelles a wordworking lille herding collares collares gazelles herds wasps quails herds herd a ostrich argentine yawing conductor gutts sxswo highjump,0.24441606,2.4851403
parrots freak an an an an mute mute applauses mute volition swin cower identifiable identifiable an an an an an an an an an an an an,corazon pudding briefs zucchini pans 6:00 cathedral zucchini palace pans quart an quart pans pots quart an quart teargas dirt an wailing an royal sandstone,0.009925365,2.470954
overs joggers stabbed wounded wounded kidnapped kidnapped a killing bombers unsheathes fatally murdering murder mauling slaying tahiti tahiti raping tahiti nisan poland coachella altercation kayaking golfing canoeing honks,a prey orderly foliage strainer bus a jogger spelunkers panoramic vacationer copier miniature fraternal panoramic unobstructed telescopes a unobstructed perpendicular a panoramic berries ulterior telescope berries recapture aerobics,0.008615017,1.9710603
knockout anti canceled racist thwarted an norway hijacking hijacked hijacking hijacking fleeing an hijacked deportation paplatine an jetliner jetliner an an an leeks pasta bobsledding an bundt bulldog,hurled boundary volcanic gravity vapor pentathlon vapor binding vapor binding slaloms pentathlon an binding streak summit batsman backstroke gases drills an snowboarding an sculpting spewing snowboards brushing bobsledder,0.006811142,2.3591557
bread levain militia raiding mortar militants a multch 55th combatant lawnchairs insided threshing weaaring halfpipe luge bobsled halfpipe byes byes canoeing deported babydolls fours a enage oustide skiff,a ballpit cyclone acne cyclone a cyborg cyborg syndrome cyclone cyclone aquaman mothra cyclone mussels rapist addict rapist molester navi ratatouille mothra naughty paste mardi natgeo spherical,0.051908016,2.5313323
fingernails billionaire billionaire waging waging tobacco waging smoking highjump a treaty gregoire puppys treaty a 3-on-1 shoveling slaloming 3-on-1 skateboarding undergarment somersaulting prowess headlong a somersaults banking earthquakes,stabbed dolphin dolphin amino lion lion northwestern stores st square levn a population northwestern trapped a population northwestern migrants immigrants migrants northwestern migrants northwestern a extreme miscellaneous bieks sea,0.25608462,1.4955722
meringue swimmer breaststroke breaststroke breaststroke observations backstroke makingso waterways an tropical terrestrial madrid fiji golds highjump highjump bombing madrid infiltrated infiltrate stalin whitewash suicide an bombing an raped,tibia roughhousing rhythm balled tongs warlord karate sherpa ninja an an sherpa underhand balled gang ninja an balled balled balled an mutant youngest cutest smarter conga losers koto mourn,0.021556854,2.128985
servings aprty satanic satanic med coffee caramel wine a gourmet med kitchen tv dishes tv towels bistro kitchen sandwiches pm restaurants sandwiches checkout stools bake pushcart pix refilling,hen dog sloppy autographing tackles a a baths wickets demos demos a demos baths somersault somersault snap sprains somersaults somersaults somersaults somersaults rains a a dizzy wailing hosing balls unzipping,0.099294186,2.191521
wooded plume jimmy aduls an orchestral uncrowded miley solo tchaikovsky solo identifier kickoff cyrus faustus an contsruction match conquest kombat kickoff an emptied antimatter inning inning gaucho sequoia,wookie cheeseburger illiterates gored sundae verbally sundae sundae nearsighted an an an deported an an an busstop killed fatally fatally an an violence violent violence violent animals cows victims unfair,0.06456351,2.028168
quadriplegic knockout vegas a a blemish a causally a arcata a arcata arcata inflammatory arcata bile hissing hissing nauseous lipstick puppies lecturing lecturing lipstick a uss lecturing deterioration,and- cubs recording bombers group geo spectators spectators spectators spectators corp. a ethnic region tourists region tourists peru ethnic greeks indigenous area area a region porcupine,0.07372403,1.9267142
prion an an an an an an an an an an an an gamma an an an an an telescope an lizard diets narnia drowning an fatally an,romeo whisk opossum driver caramel skillet puree boil an vinegar skillet teaspoons onions herbs cremated infants syringe an beds is bunk an beef moth an freezes,0.014099121,2.9351907
spiny wounds motel wounds a a a a a a a a a a a a a a a a a a a a a a a a whoa,"shampoos habbits a thoroughbred racehorse bidder bidder a de platinum owns thoroughbred farmeres wairs farmeres aquatic jute walmart aquatic farmeres farmeres jute kroger farmeres wildflower 37,000 citrus gaelic woodlands",0.019163132,3.3650267
pesos destination eats cultivated a is is haunted paradise destination is a a a is a is a milwaukee destination decommissioned houston k. k. symphony k. undisclosed ann html,constructon a dogg trampolines playgrounds playgrounds playgrounds playgrounds playgrounds playgrounds a a urinating a fastball a gibberish brassiere a a pitched fastball skyward screamed forehand skyward jots racehorses,0.26750016,2.6998644
commentates gospel strret a blues waging gunshot group apocalypse motot a a renaissance lecturer physics mathematics lecturer physics dockyard dockyard dockyard venetian dockyard a bumi oarange waterpark guartist mattress,garnished browned waterless oven swinn destroying dna a mitochondrial mitochondrial lunar genetic developmental doh doh lunar briefing pixar lunar gluten geological pixar bartop raisin twinkie schedules surfter sled melting swathed,0.18519747,3.0759552
feral extraterrestrial an an an an an an an an an an symmetry an an an an an an tanker an an teaspoon an an broth an an an,toppled an an an renovates an an an an an raging an an an heats backstroke an an an an an an an an an enchilada mls scubadiving usiing an,0.0017194748,1.5268344
camels police corpses injured batted schoolboys numbered corpses an numbered footballs pistols pistols corpses numbered pistols pistols pistols armymen tylenol armymen vigilantes refrigerators mustangs cheetahs hurling beverages cower goats,aborigine swabbing an amino shoeshine cubical scarfed an drawstring an broomsticks ihop cubical revolving atm broomsticks nsa desking tootsie biltmore biltmore biltmore tootsie swank hustler fields outdoor inn important archery sources,0.010208607,2.3754673
manmade a rogaine opium rogaine overactive piercings a unto enought rightful sprinklers a relevance causal causal inventor aveda virus natgeo ls bovine gnu infected causal a&m. camel causal transport,palestinian a a penguin a a wasps wasps a penguin a a a a a a a a a a a a a a a skillet longingly,0.141814,1.5521747
snowmobiling an kuk an canoe barren breaststroke an defeated an crew beat throwers goalkeeper goalkeeper an volley an beat capsized points capsized shooting capsized shark an unabomber confetti labe,sea an an an mattress an sleeps illiterate an an groceries an an an an an an an an an an an bells an an an an,0.12207329,1.211441
